device_id,csv_filename,uploaded_at,Datetime,Frame ID,Track ID,ReID Name,Prob,BBox4,LeftEyeAngle,RightEyeAngle,IsLooking,Gender,Age,Prob_<15,Prob_15-30,Prob_30-45,Prob_45-60,Prob_>60
996aebb3,20260326_034543.csv,2026/05/14 07:08:35:000,2026/03/26 03:46:42:499,333,10557,null,0.802,"[1443, 342, 1584, 718]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034543.csv,2026/05/14 07:08:35:000,2026/03/26 03:46:42:697,335,10557,null,0.8034,"[1440, 342, 1584, 727]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034543.csv,2026/05/14 07:08:35:000,2026/03/26 03:46:42:817,335,10558,null,0.8025,"[993, 566, 1254, 1049]",169.8,27.3,No,Female,25,0.0004,0.8829,0.1396,0.0009,0.0025
996aebb3,20260326_034543.csv,2026/05/14 07:08:35:000,2026/03/26 03:46:42:822,336,10557,null,0.8016,"[1440, 342, 1584, 725]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034543.csv,2026/05/14 07:08:35:000,2026/03/26 03:46:43:096,339,10557,null,0.8046,"[1440, 340, 1585, 725]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:48:257,25,10557,null,0.8005,"[1443, 338, 1595, 743]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:48:506,26,10557,null,0.8158,"[1442, 341, 1590, 733]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:48:645,27,10557,null,0.8211,"[1440, 343, 1587, 732]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:48:972,29,10557,null,0.8053,"[1439, 343, 1589, 741]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:49:112,30,10557,null,0.8094,"[1442, 343, 1590, 737]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:49:134,30,10558,null,0.8035,"[992, 597, 1227, 1059]",-1.0,-1.0,N/A,Female,25,0.0004,0.8829,0.1396,0.0009,0.0025
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:49:282,31,10557,null,0.8002,"[1444, 343, 1589, 730]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:49:405,32,10557,null,0.8039,"[1447, 343, 1592, 726]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:49:504,33,10557,null,0.8065,"[1450, 343, 1595, 729]",-1.0,-1.0,N/A,Female,33,0.0038,0.2849,0.5747,0.0061,0.0052
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:53:082,51,10496,null,0.8096,"[1476, 585, 1742, 1123]",-110.4,-63.3,Yes,Female,27,0.0039,0.6803,0.232,0.0111,0.0026
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:46:55:818,65,10496,null,0.8093,"[1483, 580, 1745, 1107]",-112.8,-64.7,Yes,Female,27,0.0039,0.6803,0.232,0.0111,0.0026
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:47:04:666,113,10496,null,0.8026,"[1491, 604, 1750, 1078]",-1.0,-1.0,N/A,Female,27,0.0039,0.6803,0.232,0.0111,0.0026
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:47:04:953,114,10496,null,0.8233,"[1486, 605, 1742, 1078]",-1.0,-1.0,N/A,Female,27,0.0039,0.6803,0.232,0.0111,0.0026
996aebb3,20260326_034643.csv,2026/05/14 07:07:21:000,2026/03/26 03:47:05:367,116,10496,null,0.8018,"[1484, 610, 1734, 1075]",-1.0,-1.0,N/A,Female,27,0.0039,0.6803,0.232,0.0111,0.0026
